formerly,Family,2014 Checklist Species,Authority,FOODPLANT,1,2,3,4,5,6,7,8,9,10,11,12,gen,HABIT,Notes,Cameron synonym,NOTES,forum members,"Cameron larvae vol,pl.-fig. ",Species with larvae illustrated in Vollenhoven,Voll. no.,V.H.Chambers Notebooks,KJGrearson,Quinlan,Zahradnik,Chinery,Carter & H.,Redfern & Shirley,D.R.Smith,Denbighs,Derbys,Chesh.,Lancs.,web link,,,
,Tenthredinidae,Eriocampa ovata,"(Linnaeus,1760)",Alnus spp. (Alders),,,,,,,,,,,,,,"Solitary, free",,Eriocampa ovata,,RS Dunlop,"1,3-5",Selandria ovata Linn.,V155,,KJG,,,,,,"4 p14,16,19",50,,58,[59/60],"Hymenoptera, Tenthredinidae, Blennocamoinae: Eriocamapa ovata",,,
,Tenthredinidae,Eutomostethus ephippium,"(Panzer,1798)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 p19,100,102",50,57,[58],,,,,
,Tenthredinidae,Eutomostethus ephippium,"(Panzer,1798)",Poaceae: Poa (Meadow Grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 p19,100,102",50,57,[58],,,,,
,Tenthredinidae,Eutomostethus gagathinus,"(Klug,1816)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Eutomostethus luteiventris,"(Klug,1816)",Juncus effusus (Soft Rush),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 p 19,100,106",,57,58,[59/60],,,,
,Tenthredinidae,Eutomostethus nigrans,"(Konow,1887)",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Eutomostethus punctatus,"(Konow,1887)",Carex paniculata (Greater Tussock Sedge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Euura amerinae,"(Linnaeus,1758)",Populus spp. (Poplars),,,,,,,,,,,,,,Gall:twig,,Euura pentandrae,,,"2,8-11, 11-1&6",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Euura amerinae,"(Linnaeus,1758)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,Gall:twig,,Euura pentandrae,,,"2,8-11, 11-1&6",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Euura atra,"(Jurine,1807)",Populus spp. (Poplars),,,,,,,,,,,,,,Mine:stem,,,,,,Cryptocampus angustus Hart.,V079,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Euura atra,"(Jurine,1807)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,Mine:stem,,,,,,Cryptocampus angustus Hart.,V079,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Euura mucronata,"(Hartig,1837)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,Gall:bud,,Euura nigritarsis,,,"2,8-12",Cryptocampus mucronatus Klug,V080a,,,,,,,,,,,58,,,,,
Phyllocolpa purpureae,Tenthredinidae,Euura purpureae,"Kopelke,1996",Salix purpurea (Purple Osier),,,,,,,,,,,,,,"Gall:leaf edge,rolled,twisted ",,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Euura testaceipes,"(Brischke,1883)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,Gall:leaf,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Euura venusta,"(Brischke,1883)",Salix atrocinerea (Rusty Sallow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Euura venusta,"(Brischke,1883)",Salix aurita (Eared Willow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Euura venusta,"(Brischke,1883)",Salix caprea (Goat Willow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Euura venusta,"(Brischke,1883)",Salix cinerea (Grey Willow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Fenella monilicornis,"(Dahlbom,1835)",Geranium sylvaticum (Wood Crane'sbill),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Fenella nigrita,"Westwood,1840",Agrimonia eupatorium (Agrimony),,,,,,,,,,,,,,Mine:leaf,,"Fenella nigrita, W.",,,,,,,KJG,,,,,,"3-17,p8,68",,,58,[59/60],,,,
,Tenthredinidae,Fenella nigrita,"Westwood,1840",Potentilla reptans (Creeping Cinquefoil),,,,,,,,,,,,,,Mine:leaf,,"Fenella nigrita, W.",,,,,,,KJG,,,,,,"3-17,p8,68",,,58,[59/60],,,,
,Tenthredinidae,Fenusa dohrnii,"(Tischbein,1846)",Alnus spp. (Alders),,,,,,,,,,,,,,Mine:leaf,,Fenusa melanopoda,,REdmunds,"1,2-6",,,,KJG,,,,,,"3-18,p7,8,61,62",,,58,,,,,
,Tenthredinidae,Fenusa pumila,"Leach,1817",Betula spp. (Birches),,,,,,,,,,,,,,Mine:leaf,,"Fenusa pumilio, Kl.",,,,,,,,,,,,,"3-18p7,8,63,64,65",,,58,[59/60],http://www.cfl.cfs.nrcan.gc.ca/imfoc-idwcf/ficheinsecte_e.asp?id=7765,,,
,Tenthredinidae,Fenusella glaucopis,"(Konow,1907)",Populus alba (White Poplar),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,Messa glaucopis,,,
,Tenthredinidae,Fenusella glaucopis,"(Konow,1907)",Populus nigra (Black Poplar),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,Messa glaucopis,,,
,Tenthredinidae,Fenusella glaucopis,"(Konow,1907)",Populus tremula (Aspen),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,Messa glaucopis,,,
,Tenthredinidae,Fenusella hortulana,"(Klug,1818)",Populus nigra (Black Poplar),,,,,,,,,,,,,,Mine:leaf,,Fenusa hortulana,larva 'unknown' D.Smith but Cam. illustrates,,"2,13-8",,,,,,,,,,"3 p7,39 'unknown'",,,[58],,Messa glaucopis,,,
,Tenthredinidae,Fenusella nana,"(Klug,1816)",Betula spp. (Birches),,,,,,,,,,,,,,Mine:leaf,,,especially on B.pubescens,REdmunds,,,,,,,,,,,"3-12,p7,8,38,42",,,58,[59/60],,,,
,Tenthredinidae,Halidamia affinis,"(Fallén,1807)",Galium aparine (Cleavers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 p 19,164",,57,58,[59/60],,,,
,Tenthredinidae,Halidamia affinis,"(Fallén,1807)",Galium mollugo (Hedge Bedstraw),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 p 19,164",,57,58,[59/60],,,,
,Tenthredinidae,Harpiphorus lepidus,"(Klug,1818)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Hemichroa australis,"(Serville,1823)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Hemichroa alni,,M.Storey,"2,8-2",Dineura alni Linn.,V084,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Hemichroa australis,"(Serville,1823)",Betula spp. (Birches),,,,,,,,,,,,,,,,Hemichroa alni,,M.Storey,"2,8-2",Dineura alni Linn.,V084,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Hemichroa crocea,"(Geoffroy,1785)",Alnus spp. (Alders),,,,,,,,,,,,,,"Gregarious,free",,Hemichroa rufaPz. ???,,R.S.Dunlop,"1,3-3",,,,KJG,,,,,,,,,58,[59/60],Hemichroa crocea,,,
,Tenthredinidae,Hemichroa crocea,"(Geoffroy,1785)",Betula spp. (Birches),,,,,,,,,,,,,,"Gregarious,free",,Hemichroa rufaPz. ???,,R.S.Dunlop,"1,3-3",Dineura rufa Pz. ?,V085,,KJG,,,,,,,,,58,[59/60],Hemichroa crocea,,,
,Tenthredinidae,Hemichroa crocea,"(Geoffroy,1785)",Corylus avellana (Hazel),,,,,,,,,,,,,,"Gregarious,free",,Hemichroa rufaPz. ???,,R.S.Dunlop,"1,3-3",,,,KJG,,,,,,,,,58,[59/60],Hemichroa crocea,,,
,Tenthredinidae,Heterarthrus aceris,"(Kaltenbach,1856)",Acer campestris (Field Maple),,,,,,,,,,,,,,Mine:leaf,,,,,,Phyllotoma aceris Kaltenbach,V117a,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Heterarthrus aceris,"(Kaltenbach,1856)",Acer pseudoplatanus (Sycamore),,,,,,,,,,,,,,Mine:leaf,,,,,,Phyllotoma aceris Kaltenbach,V117a,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Heterarthrus aceris,"(Kaltenbach,1856)","Acer spp.(Sycamore, Field Maple)",,,,,,,,,,,,,,Mine:leaf,,,,,,Phyllotoma aceris Kaltenbach,V117a,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Heterarthrus microcephalus,"(Klug,1818)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,Mine:leaf,,Phyllotoma microcephala,,,"1,2-6b, 3-10",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Heterarthrus nemoratus,"(Fallén,1808)",Betula spp. (Birches),,,,,,,,,,,,,,Mine:leaf,,Phyllotoma nemorata,,,"1,4 -3",Phyllotoma nemorata Fall,V115a,,,,,,,,"3-12,p7,8,31",,,,[59/60],,,,
,Tenthredinidae,Heterarthrus ochropoda,"(Klug,1818)",Populus tremula (Aspen),,,,,,,,,,,,,,Mine:leaf,,Phyllotoma ochropoda,,,"2,9-7",,,,,,,,,,,50,,,,,,,
,Tenthredinidae,Heterarthrus vagans,"(Fallén,1808)",Alnus spp. (Alders),,,,,,,,,,,,,,Mine:leaf,,Phyllotoma vagans,,,"1,6-5",Phyllotoma melanopyga Kl.,V116,,KJG,,,,,,,50,,58,[59/60],,,,
Heterarthrus healyi,Tenthredinidae,Heterarthrus wuestneii,"(Konow,1905)",unstated,,,,,,,,,,,,,,Mine:leaf,,,segregate of aceris(McLachlan),,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Hoplocampa alpina,"(Zetterstedt,1838)",Sorbus aucuparia (Rowan),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Hoplocampa ariae,"Benson,1933",Sorbus aria (Whitebeam),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Hoplocampa brevis,"(Klug,1816",Pyrus communis (Pear),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Hoplocampa chrysorrhoea,"(Klug,1816)",Prunus spinosa (Blackthorn),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Hoplocampa crataegi,"(Klug,1816)",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,57,[58],,,,,
,Tenthredinidae,Hoplocampa flava,"(Linnaeus,1761)",Prunus domestica (Wild Plum),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Hoplocampa flava,"(Linnaeus,1761)",Prunus spinosa (Blackthorn),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Hoplocampa fulvicornis,"(Panzer,1801)",Prunus spinosa (Blackthorn),,,,,,,,,,,,,,Mine:fruit,,,,,,Selandria fulvicornisFabr.,V149a,,,,,,,,,,,,,,,,
,Tenthredinidae,Hoplocampa pectoralis,"Thomson,1871",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,Mine:fruit,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Hoplocampa testudinea,"(Klug,1816)",Malus pumila (Apple),,,,,,,,,,,,,,Mine:fruit,,Hoplocampa testudinea,,,"2,13-7",,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Kaliofenusa pusilla,"(Serville,1823)",Ulmus spp. (Elms),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,"3-18p7,8,65,66,67",,,58,,,,,
,Tenthredinidae,Macrophya albicincta,"(Schrank,1776)",Sambucus nigra (Elder),,,,,,,,,,,,,,,,Macrophya albicincta,,,"1,2-8",Macrophya albicinctaSchr.,V180,,KJG,,,,,,,50,,[58],[59/60],,,,
,Tenthredinidae,Macrophya albicincta,"(Schrank,1776)",Valeriana officinalis (Common Valerian),,,,,,,,,,,,,,,,Macrophya albicincta,,,"1,2-8",Macrophya albicinctaSchr.,V180,,KJG,,,,,,,50,,[58],[59/60],,,,
,Tenthredinidae,Macrophya albipuncta,"(Fallén,1808)",Geranium sylvaticum (Wood Crane'sbill),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Macrophya alboannulata,"Costa,1859",Sambucus nigra (Elder),,,,,,,,,,,,,,,,,,R Edmunds,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Macrophya annulata,"(Geoffroy,1785)",Potentilla reptans (Creeping Cinquefoil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Macrophya blanda,"(Fabricius,1775)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
,Tenthredinidae,Macrophya duodecimpunctata,"(Linnaeus,1758)",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Macrophya duodecimpunctata,"(Linnaeus,1758)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Macrophya montana,"(Scopoli,1763)",Rubus caesius (Dewberry),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Macrophya punctumalbum,"(Linnaeus,1767)",Fraxinus spp. (Ashes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Macrophya punctumalbum,"(Linnaeus,1767)",Ligustrum vulgare (Wild Privet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Macrophya ribis,"(Schrank,1781)",Sambucus nigra (Elder),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Macrophya rufipes,"(Linnaeus,1758)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Mesoneura opaca,"(Fabricius,1775)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Metallus albipes,"(Cameron,1875)",Rubus fructicosus (Bramble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Metallus albipes,"(Cameron,1875)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Metallus lanceolatus,"(Thomson,1870)",Geum spp. (Avens),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Metallus pumilus,"(Klug,1816)",Rubus fructicosus (Bramble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Metallus pumilus,"(Klug,1816)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Monophadnoides rubi,"(T.W.Harris,1845)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,"Blennocampa geniculata, H.",,,"1,7-3",,,,,,,,,,"1-19,p4,18145",,,[58],[59/60],,,,
,Tenthredinidae,Monophadnoides rubi,"(T.W.Harris,1845)",Geum spp. (Avens),,,,,,,,,,,,,,,,"Blennocampa geniculata, H.",,,"1,7-3",,,,,,,,,,"1-19,p4,18145",,,[58],[59/60],,,,
,Tenthredinidae,Monophadnoides rubi,"(T.W.Harris,1845)","Rubus spp. (Brambles, Raspberry, etc)",,,,,,,,,,,,,,,,"Blennocampa geniculata, H.",,,"1,7-3",,,,,,,,,,"1-19,p4,18145",,,[58],[59/60],,,,
,Tenthredinidae,Monophadnoides ruficruris,"(Brullé,1832)",Rubus fructicosus (Bramble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Monophadnus pallescens,"(Gmelin,1790)",Ranunculus acris (Meadow Buttercup),,,,,,,,,,,,,,,,Blennocampa albipeslarva only,"authors differ on larva, see D.Smith",,"1,2-7",Selandria albipesL.,V134,,,,,,,,"1 p 19,95",50,,58,[59/60],,,,
,Tenthredinidae,Monophadnus pallescens,"(Gmelin,1790)",Ranunculus repens (Creeping Buttercup),,,,,,,,,,,,,,,,Blennocampa albipeslarva only,"authors differ on larva, see D.Smith",,"1,2-7",Selandria albipesL.,V134,,,,,,,,"1 p 19,95",50,,58,[59/60],,,,
,Tenthredinidae,Monostegia abdominalis,"(Fabricius,1798)",Glaux maritima (Sea-Milkwort),,,,,,,,,,,,,,,,Poecilosoma luteolum,hard to distinguish from some genera,,"1,4-12",,,,KJG,,,,,,"4-16,p14,103",,,[58],,,,,
,Tenthredinidae,Monostegia abdominalis,"(Fabricius,1798)",Lysimachia nummularia (Creeping Jenny),,,,,,,,,,,,,,,,Poecilosoma luteolum,hard to distinguish from some genera,,"1,4-12",,,,KJG,,,,,,"4-16,p14,103",,,[58],,,,,
,Tenthredinidae,Monostegia abdominalis,"(Fabricius,1798)",Lysimachia vulgaris (Yellow Loosestrife),,,,,,,,,,,,,,,,Poecilosoma luteolum,hard to distinguish from some genera,,"1,4-12",,,,KJG,,,,,,"4-16,p14,103",,,[58],,,,,
,Tenthredinidae,Monostegia abdominalis,"(Fabricius,1798)",Anagallis arvensis ssp foemena (Blue Pimpernel),,,,,,,,,,,,,,,,,,,,,,Reared,,,,,,,,,,,,,,,
"Monsoma pulverata (Retzius,1783)",Tenthredinidae,Monsoma pulveratum,"(Retzius,1783)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Poecilosoma pulveratum,,I.F. Smith,"1,2-2",Poecilosoma pulveratum Retz.; Tenthredo obesa Klug,V189,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Monsoma pulveratum,"(Retzius,1783)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Poecilosoma pulveratum,,I.F. Smith,"1,2-2",Poecilosoma pulveratum Retz.; Tenthredo obesa Klug,V189,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Nematinus acuminatus,"(Thomson,1871)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Nematinus acuminatus,"(Thomson,1871)",Corylus avellana (Hazel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Nematinus caledonicus,"(Cameron,1882)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematinus fuscipennis,"(Serville,1823)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Nematus abdominalis,,,"1,6-9",,,,,,,,,,,50,,[58],[59/60],,,,
,Tenthredinidae,Nematinus luteus,"(Panzer,1803)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Nematus bilineatusnec Klug. N.ruficapillus N.antennatus,,,"2,8-10 2,10-6",,,,KJG,,,,,,,,,58,,"Hymenoptera, Tenthredinidae, Nematinae: Nematinus luteus",,,
,Tenthredinidae,Nematinus steini,"Blank,1998",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Kontuniemiana) leucotrochus,"Hartig,1837",Ribes uva-crispa (Gooseberry),,,,,,,,,,,,,,,,Nematus consobrinus,,,"1,7-5",Nematus consobrinusVoll.,V046?,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Kontuniemiana) olfaciens,"Benson,1953",Ribes spp. (Currants and Gooseberries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,
,Tenthredinidae,Nematus (Kontuniemiana) ribesii,"(Scopoli,1763)",Ribes alpinum (Mountain Currant),,,,,,,,,,,,,,pest,,Nematus ribesii,,I.F. Smith,"1,7-7","Nematus ventricosus, Klug",V054,,KJG,,,p295,p199-4,,,,57,58,[59/60],,,,
,Tenthredinidae,Nematus (Kontuniemiana) ribesii,"(Scopoli,1763)",Ribes rubrum (Red Currant),,,,,,,,,,,,,,pest,,Nematus ribesii,,I.F. Smith,"1,7-7","Nematus ventricosus, Klug",V054,,KJG,,,p295,p199-4,,,,57,58,[59/60],,,,
,Tenthredinidae,Nematus (Kontuniemiana) ribesii,"(Scopoli,1763)",Ribes uva-crispa (Gooseberry),,,,,,,,,,,,,,pest,,Nematus ribesii,,I.F. Smith,"1,7-7","Nematus ventricosus, Klug",V054,,KJG,,,p295,p199-4,,,,57,58,[59/60],,,,
,Tenthredinidae,Nematus (Nematus) caeruleocarpus,"Hartig,1837",Aquilegia vulgaris (Columbine),,,,,,,,,,,,,,,,Nematus coeruleocarpus,,,"1,7-6",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Nematus) caeruleocarpus,"Hartig,1837","Delphinium spp. (Larkspur, etc)",,,,,,,,,,,,,,,,Nematus coeruleocarpus,,,"1,7-6",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Nematus) caeruleocarpus,"Hartig,1837",Paeonia spp. (Peony),,,,,,,,,,,,,,,,Nematus coeruleocarpus,,,"1,7-6",Nematus (Nematus) caeruleocarpus,V040,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Nematus) caeruleocarpus,"Hartig,1837",Populus spp. (Poplars),,,,,,,,,,,,,,,,Nematus coeruleocarpus,,,"1,7-6",Nematus (Nematus) caeruleocarpus,V040,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Nematus) caeruleocarpus,"Hartig,1837","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Nematus coeruleocarpus,,,"1,7-6",Nematus (Nematus) caeruleocarpus,V040,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Nematus) lucidus,"(Panzer,1801)",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,gregarious,,Nematus lucidus,,,"2,9-2",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Nematus (Nematus) lucidus,"(Panzer,1801)",Prunus spinosa (Blackthorn),,,,,,,,,,,,,,gregarious,,Nematus lucidus,,,"2,9-2",,,,,,,,,,,,,58,[59/60],,,,
"Nematus longispinus Kriechbaumer, 1885",Tenthredinidae,Nematus (Nematus) vicinis,"Serville,1823",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Nematus) vicinus,"Serville,1823",Populus spp. (Poplars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Nematus) vicinus,"Serville,1823",Rumex hydrolapathum (Water Dock),,,,,,,,,,,,,,,,,reared from hydrolapathum IFS 2006,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Nematus) vicinus,"Serville,1823",Rumex obtusifolius (Broad-leaved Dock),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Nematus) vicinus,"Serville,1823","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) bergmanni,"Dahlbom,1835","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Nematus curtispina,,M.Storey,"1,6-7",,,,KJG,,,,,,,,,,59/60,,,,
,Tenthredinidae,Nematus (Pteronidea) bipartitus,"Serville,1823",Salix repens (Creeping Willow),,,,,,,,,,,,,,under leaf,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) bipartitus,"Serville,1823",Salix viminalis (Common Osier),,,,,,,,,,,,,,under leaf,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) brevivalvis,"Thomson,1871",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) cadderensis,"Cameron,1875",Betula spp. (Birches),,,,,,,,,,,,,,,,Nematus (Pteronidea) cadderensis,,,"1,4-10",,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) dorsatus,"Cameron,1875",Betula spp. (Birches),,,,,,,,,,,,,,,,Nematus (Pteronidea) dorsatus,,,"1,4-11",,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) fagi,"Zaddach,1876",Fagus (Beech),,,,,,,,,,,,,,"leaf edge feeder, solitary",,,widespread,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) fahraei,"Thomson,1862",Populus tremula (Aspen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) ferrugineus,"Förster,1854",Salix atrocinerea (Rusty Sallow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) flavescens,"Stephens,1835","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Nematus (Pteronidea) flavescens,,,"2,8-9",,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) frenalis,"Thomson,1888","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,"Nethybridge, Inverness",,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) fuscomaculatus,"Förster,1854",Populus tremula (Aspen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) hypoxanthus,"Förster,1854",Populus spp. (Poplars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) hypoxanthus,"Förster,1854","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Nematus (Pteronidea) incompletus,"Förster,1854",unstated,,,,,,,,,,,,,,,,pulchellus Cameron,widespread,,,,,,,,,,,,,50,,[58],,,,,
,Tenthredinidae,Nematus (Pteronidea) jugicola,"Thomson,1871","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) leionotus,"(Benson,1933)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) melanocephalus,"Hartig,1837",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,Nematus perspicillarisKlug nec Ratz.,V074,,,,,,,,,,,,,,,,
,Tenthredinidae,Nematus (Pteronidea) melanocephalus,"Hartig,1837",Corylus avellana (Hazel),,,,,,,,,,,,,,,,,,,,Nematus perspicillarisKlug nec Ratz.,V074,,,,,,,,,,,,,,,,
