formerly,Family,2014 Checklist Species,Authority,FOODPLANT,1,2,3,4,5,6,7,8,9,10,11,12,gen,HABIT,Notes,Cameron synonym,NOTES,forum members,"Cameron larvae vol,pl.-fig. ",Species with larvae illustrated in Vollenhoven,Voll. no.,V.H.Chambers Notebooks,KJGrearson,Quinlan,Zahradnik,Chinery,Carter & H.,Redfern & Shirley,D.R.Smith,Denbighs,Derbys,Chesh.,Lancs.,web link,,,
,Tenthredinidae,Tenthredo mesomela,"Linnaeus,1758",Arctium lappa (Greater Burdock),,,,,,,,,,,,,,polyphage probably,,Tenthredo mesomela,,,"1,1-1",,,,,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo mesomela,"Linnaeus,1758",Polygonum persicaria (Redshank),,,,,,,,,,,,,,polyphage probably,,Tenthredo mesomela,,,"1,1-1",,,,,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo mesomela,"Linnaeus,1758",Ranunculus repens (Creeping Buttercup),,,,,,,,,,,,,,polyphage probably,,Tenthredo mesomela,,,"1,1-1",,,,,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo mesomela,"Linnaeus,1758",Senecio ovatus (Wood Ragwort),,,,,,,,,,,,,,polyphage probably,,Tenthredo mesomela,,,"1,1-1",,,,,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo mioceras,"(Enslin,1912)",Heracleum sphondylium (Hogweed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
,Tenthredinidae,Tenthredo mioceras,"(Enslin,1912)",Ranunculus spp. (Buttercups),,,,,,,,,,,,,,,,,Ranunculus??,,,,,,,,,,,,,,57,,,,,,
,Tenthredinidae,Tenthredo moniliata,"Klug,1817",Menyanthes trifoliata (Bog bean),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Tenthredo neobesa,"Zombori,1980",Sonchus arvensis (Perennial Sow-thistle),,,,,,,,,,,,,,,,,Wicken Fen,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo notha,"Klug,1817",Trifolium repens (White Clover),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
,Tenthredinidae,Tenthredo obsoleta,"Klug,1817",Plantago lanceolata (Ribwort Plantain),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo olivacea,"Klug,1817",unknown,,,,,,,,,,,,,,,,,common widespread,,,,,,,,,,,,,,57,58,59/60,,,,
,Tenthredinidae,Tenthredo omissa,"(Förster,1844)",unknown,,,,,,,,,,,,,,,,,fens & broads E. England,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo schaefferi,"Klug,1817",unknown,,,,,,,,,,,,,,,,,scarce,,,,,,,,,,,,,,57,58,59/60,,,,
,Tenthredinidae,Tenthredo scrophulariae,"Linnaeus,1758",Scrophularia spp. (Figworts),,,,,,,,,,,,,,,,Allantus scrophulariae,,,"1,1-2","Allantus scrophulariae, L.",V166,,KJG,,,,,,,50,57,[58],,,,,
,Tenthredinidae,Tenthredo scrophulariae,"Linnaeus,1758",Verbascum nigrum (Dark Mullein),,,,,,,,,,,,,,,,Allantus scrophulariae,,,"1,1-2","Allantus scrophulariae, L.",V166,,KJG,,,,,,,50,57,[58],,,,,
Tenthredo celtica,Tenthredinidae,Tenthredo temula,"Scopoli,1763",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Tenthredo thompsoni,"(Curtis,1839)",Lycopus europaeus(Gipsywort),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo thompsoni,"(Curtis,1839)",Mentha spp. (mints),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo thompsoni,"(Curtis,1839)",Origanum vulgare (Marjoram),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo thompsoni,"(Curtis,1839)",Plantago spp. (Plantains),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo velox,"Fabricius,1798",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783",Fraxinus spp. (Ashes),,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783",Jasminum nudiflorum (Jasmine),,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783",Ligustrum spp. (privets),,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783",Lonicera spp. (honeysuckles),,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783",Symphoricarpos spp. (Snowberry),,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783",Syringa spp. (Lilacs),,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo vespa,"Retzius,1783","Viburnum spp. (Guelder Rose, Wayfarer)",,,,,,,,,,,,,,,,Allantus tricinctus,,,"1,1-3","Allantus tricinctus,Jur / F.",V169,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo zona,"Klug,1817",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredopsis coquebertii,"(Klug,1817)",Poaceae: Deschampsia spp. (Hair-grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Tenthredopsis coquebertii,"(Klug,1817)",Poaceae: Glyceria fluitans (Floating Sweet Grass),,,,,,,,,,,,,,,,,an extreme form of nassata,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Tenthredopsis coquebertii,"(Klug,1817)",Poaceae: Nardus stricta (Mat Grass),,,,,,,,,,,,,,,,,an extreme form of nassata,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Tenthredopsis coquebertii,"(Klug,1817)",Poaceae: Poa (Meadow Grasses),,,,,,,,,,,,,,,,,an extreme form of nassata,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Tenthredopsis litterata,"(Geoffroy,1785)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Tenthredopsis litterata,"(Geoffroy,1785)",Poaceae: Dactylis glomerata (Cocksfoot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Tenthredopsis nassata,"(Linnaeus,1767)",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredopsis nassata,"(Linnaeus,1767)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredopsis nassata,"(Linnaeus,1767)",Poaceae: Dactylis glomerata (Cocksfoot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredopsis nassata,"(Linnaeus,1767)",Poaceae: Deschampsia spp. (Hair-grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredopsis ornata,"(Serville,1823)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tomostethus nigritus,"(Fabricius,1804)",Fraxinus spp. (Ashes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Xiphydriidae,Xiphydria camelus,"(Linnaeus,1758)",Alnus spp. (Alders),,,,,,,,,,,,,,,,,,,,,,,,fig. 18,,,,,,,,[58]?,[59/60]?,,,,
,Xiphydriidae,Xiphydria camelus,"(Linnaeus,1758)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,fig. 18,,,,,,,,[58]?,[59/60]?,,,,
,Xiphydriidae,Xiphydria longicollis,"(Geoffroy,1785)",unstated,,,,,,,,,,,,,,,,,not listed in Quinlan,,,,,,,fig. 18,,,,,,,,,,,,,
,Xiphydriidae,Xiphydria prolongata,"(Geoffroy,1785)",Populus spp. (Poplars),,,,,,,,,,,,,,Populus on continent,,Xiphydria dromedarius,,,"3, 4 - 10&11",,,,,fig. 18,,,,,,,,,,,,,
,Xiphydriidae,Xiphydria prolongata,"(Geoffroy,1785)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Xiphydria dromedarius,,,"3, 4 - 10&11",,,,,fig. 18,,,,,,,,,,,,,
,Xiphydriidae,Xiphydria prolongata,"(Geoffroy,1785)",Ulmus spp. (Elms),,,,,,,,,,,,,,Ulmus on continent,,Xiphydria dromedarius,,,"3, 4 - 10&11",,,,,fig. 18,,,,,,,,,,,,,
,Xyelidae,Xyela julii,"(Brébisson,1818)",Pinacea: Pinus sylvestris (Scots Pine),,,,,,,,,,,,,,,,,,,,,,,,fig. 16,,,,,,,,58,,,,,
,Xyelidae,Xyela longula,"Dalman,1819",Pinacea: Pinus sylvestris (Scots Pine),,,,,,,,,,,,,,,,,,,,,,,,fig. 16,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
